conf_val,fit_m,fit_b,cov_m,cov_b,ratiometric_error
0.75,0.4280547930534342,104.71953751003734,0.00326786841985192,63.28735536336977,265.1824372653308
0.7525,0.4265469723429256,103.51106321328427,0.003202371940596568,62.01891415793382,263.2842877448123
0.755,0.4251239766561413,101.78580178740755,0.0030711486154957053,59.477570339691106,257.716435169858
0.7575,0.42361389936621097,100.45658688899212,0.003023240326781963,58.54975180383496,256.80442646699686
0.76,0.4219893326275633,98.97698959159376,0.002953399168001689,57.19716912092602,254.72333006415087
0.7625,0.42054383386980915,97.3391124230813,0.0028917209722676886,56.0026749155057,252.94272951628963
0.765,0.4190206560508353,95.91980362790787,0.0028092707437598445,54.40589798297443,249.91822611304121
0.7675,0.4175473242817149,94.45186848083026,0.0027162112984783896,52.6036570641946,246.46022236320448
0.77,0.4160548639431948,93.25297621956524,0.0026578992279654105,51.47435310993808,244.42597437502397
0.7725,0.41450167861400017,91.79930003404857,0.0025837517197914517,50.03837127217292,241.549584914731
0.775,0.4129237833091209,90.31865662110127,0.0025205593550115214,48.81455282777534,239.15368898486776
0.7775,0.411324279057204,88.89672759898201,0.0024640256436729443,47.71968956530138,237.19883555897957
0.78,0.4097244609686786,87.40477096020095,0.0023725558678362305,45.948235068168295,233.13159051305985
0.7825,0.408028373019874,86.13823547300514,0.0022974948503669784,44.494561701867966,229.75523581677496
0.785,0.4064531801803545,84.87680427071564,0.002242529032486801,43.43006313519108,227.7255919197774
0.7875,0.4047771915770534,83.70595646358665,0.0021933624396531606,42.477875582667245,226.05174143697252
0.79,0.4031220960240802,82.15417597814115,0.0021129700351260263,40.92095161262102,222.42030888916003
0.7925,0.40158140766009737,80.60931818351315,0.002044113063071969,39.58742923664108,219.24478609901092
0.795,0.400055420936743,79.61323766059817,0.0020042131569395147,38.81470548710769,217.5379759834687
0.7975,0.3984565679016249,78.31556346357675,0.0019414170929402622,37.59856202380335,214.59031958023215
0.8,0.39685642390769654,76.82721891428413,0.0018868758785128348,36.54228656349129,212.13286849770404
0.8025,0.3951276132691398,75.56110330898348,0.001817646579396522,35.20155349476827,208.71624091177196
0.805,0.3935401406437624,74.23520558821718,0.0017817437683216159,34.506239708803626,207.29860450856884
0.8075,0.391809785808664,73.10315323629634,0.001751011510066937,33.91106172138306,206.3639686920465
0.81,0.39010676666097854,71.70900610817507,0.0016908443457754657,32.74583099036937,203.2273381706645
0.8125,0.3882636858144853,70.58012223465666,0.0016561176843015051,32.073295171015424,201.99367760686454
0.815,0.38652671148926604,69.29534104724708,0.0016121273828056965,31.221354552355766,199.95764798977575
0.8175,0.3847959530624938,67.56464197833336,0.0015357005357924767,29.741229772286825,194.8266004198798
0.8200000000000001,0.3830628679272802,66.07804929277283,0.0014655101237341264,28.381883256358424,189.8279649857642
0.8225,0.38139643215105745,65.03454619506574,0.0014210434750641257,27.520717433676992,187.00846368170934
0.825,0.37965410447446746,63.92660859228781,0.0013697685777355707,26.527699284984333,183.6479889998164
0.8275,0.37788280689051873,62.58206175700068,0.0013230422631712077,25.622771517179824,180.72812780634308
0.83,0.3761327465909463,61.49966852737669,0.0012799341898811975,24.78791662009719,177.86750629473062
0.8325,0.37427145634954795,60.305326991619545,0.0012387082040598864,23.989511274573278,175.15152745194356
0.835,0.37254294726253384,59.40861534445405,0.0012234160041618809,23.69335403539147,175.04288085266873
0.8375,0.37071512217751496,58.271235220832494,0.0011774503607100055,22.803157846960907,171.81410499083336
0.84,0.3689349016188319,56.88021418883265,0.0011310686512144967,21.904903892373632,168.40460037762958
0.8425,0.3671445897021082,55.48770423127792,0.0010866012425350489,21.043723350927003,165.18938178383314
0.845,0.36520876612453484,54.217489426374065,0.0010492080566991697,20.319546139327084,162.4835572362094
0.8475,0.363376289977258,52.93300851066684,0.001012492983461837,19.60850163305271,159.5651479772595
0.85,0.36152133041805773,51.80891529690582,0.000988056729520569,19.135255563065396,157.72778559291055
0.8525,0.3595974245305892,50.46574985190108,0.0009503570228682767,18.405142099039654,154.42354799193174
0.855,0.35756860704090987,49.13575438763347,0.000912599948805302,17.67391762586676,151.00555043057352
0.8575,0.3556603427289301,47.97476045672518,0.000880756301683174,17.057215864179803,148.68850494211392
0.86,0.3536659222027994,46.81443244678093,0.0008529077651486206,16.51788563371357,146.23623317098733
0.8625,0.3515432281440849,45.68111894129491,0.0008256450470864372,15.989900689249081,144.07811790665755
0.865,0.34951520289461546,44.63796874261797,0.0008051150429830197,15.592305223834567,142.78002722862934
0.8675,0.34742445120544635,43.47288202084601,0.0007638275534657155,14.792708763564162,138.75712444922542
0.87,0.3453592501215161,42.592674274427694,0.0007424619220786926,14.378930075922094,137.0832469986112
0.8725,0.3432774023352395,41.578491916764165,0.0007162752339900846,13.871784125740735,134.4103698318317
0.875,0.34117349097329486,40.56713097708919,0.0006990854570454227,13.53887735522787,133.27703112292946
0.8775,0.3389456295427339,39.42067798686694,0.0006648400191083615,12.87566117824507,129.76697864876687
0.88,0.3367194067979497,38.533592682149084,0.0006350966654637812,12.299634866913898,126.55833077663928
0.8825000000000001,0.3345084144754638,37.51282184310676,0.0006126367169873675,11.864663026543965,124.19728425146786
0.885,0.3323439149120636,36.44977311863105,0.0005847105367032471,11.323829104086721,120.90823958904465
0.8875,0.3299849759738217,35.69597833691189,0.0005640332013512147,10.92338033985804,119.20388872895118
0.89,0.3276806645679993,34.52256988471722,0.0005384999657422677,10.428889513439362,116.04163917275822
0.8925000000000001,0.3254125357978396,33.18433344500108,0.0005196305279350542,10.0634534974855,113.79026778898762
0.895,0.32306442717396244,31.998598687057818,0.0005027180710332515,9.735917460994607,112.23687530982949
0.8975,0.3206367088666207,31.098257748913813,0.00048618253725302564,9.41568112708506,110.40877725459141
0.9,0.3182119523199112,30.080723883004687,0.000471350452728097,9.128434737846646,108.75457929235091
0.9025,0.3157493210925095,29.179631670233654,0.0004566664238199906,8.844055675939549,106.88311468371855
0.905,0.31327015449520695,28.26829679260189,0.00043415632276737104,8.40811255291532,103.13805186530239
0.9075,0.3107512989749996,27.266340807526607,0.00041455737382692837,8.028548419057525,100.05962226328691
0.91,0.3081825126356771,25.98215858395492,0.00038720019282715564,7.498734052862481,94.796364624037
0.9125,0.30553451884569394,25.220917790743826,0.0003787980455378969,7.336013400439521,94.11074927656985
0.915,0.30281724001733346,24.52611636858882,0.000367927621748466,7.125490734002629,92.58763460780098
0.9175,0.3000505912361119,23.556680499833735,0.00035074970461748846,6.792813647230586,89.86293340813549
0.92,0.2973237632423335,22.641380690541016,0.0003385081068862452,6.555736064447213,87.98553449469432
0.9225,0.2945337714038816,21.558098085505723,0.00032199476187263294,6.2359294505194205,84.8850945797909
0.925,0.29156589118379855,20.8098921804534,0.000307511287105002,5.955434431519544,82.3596030454492
0.9275,0.28857319814514326,19.984969178038686,0.0002942054817332631,5.697746812323655,79.97868191180667
0.9299999999999999,0.2855618793805569,19.19858290655552,0.00028420109996594095,5.503996396837825,78.78160316452298
0.9325,0.2824460832432903,18.367676654482896,0.00026806847693084014,5.191563056265325,74.71423778819658
0.935,0.2793583554358271,17.49205736074576,0.00025594702450901295,4.95681227429378,72.25633775149954
0.9375,0.27617358570704026,16.555980208415818,0.0002450373068648301,4.745528621235095,69.83552508198409
0.94,0.2728309545352602,15.93969289065854,0.00023424994218548682,4.536614523669686,67.29856398603661
0.9425,0.2694976135152319,15.053900713723676,0.0002228643556868763,4.316114929995532,64.5654685772853
0.9450000000000001,0.2658404820903,14.26388799076005,0.00021070542086400456,4.08063824302109,61.743300219292344
0.9475,0.2621933718547251,13.606882299520661,0.00020151747090536918,3.90269929953102,59.481980027559096
0.95,0.2583417537674209,12.776232286979408,0.00019083951061666654,3.6959039881770526,55.95278111270855
0.9525,0.2543950095154653,11.971202151243064,0.00018264617530297224,3.5372273044834923,52.9602289328902
0.9550000000000001,0.2503129854152283,11.126374583290616,0.00017548986774614848,3.3986342764757134,50.2888364836628
0.9575,0.24595201094498834,10.289630255274503,0.0001675017139940896,3.2439312528984376,48.074343995416555
0.96,0.24152031077049776,9.509068804709818,0.00015835820980147208,3.066853070806006,45.02542838377596
0.9625,0.23680334196483332,8.868784281734085,0.00015144257263689578,2.932920999324835,44.25456557583507
0.965,0.23187502963919104,8.35460696277179,0.00014461509994938637,2.8006963700884815,43.37888173735402
0.9675,0.2265371174097854,7.5694056284648115,0.00013542965741638333,2.6228059867962688,39.531480166103265
0.97,0.22090138446088156,6.655559353789405,0.00012843644796821501,2.487371607373869,38.04856134206175
0.9725,0.21476349185147098,6.077357112098941,0.00012080250319433243,2.3395283916574483,35.032650132084434
0.975,0.2083436145429066,5.526027114505061,0.00011396479789492394,2.207105591974078,31.91748713962293
0.9775,0.20119506375396662,4.951268758931208,0.00010624307477714747,2.0575624120823948,29.48091640912988
0.98,0.1932756231527936,4.300531559191318,9.780566642862778e-05,1.8941588743956401,25.86769626145006
0.9825,0.18442117318464396,3.927696861387485,8.968568342549098e-05,1.736902772301013,24.97492455547734
0.985,0.1744049224818067,3.3946336075591073,8.137524671092231e-05,1.5759582378195618,20.91903980371774
0.9875,0.16262914955262645,2.8881942616140166,7.35274593368128e-05,1.4239736275016406,18.87165286000495
0.99,0.14861830855154262,2.3498343915781135,6.488267227585069e-05,1.2565538784553918,16.523124155369437
0.9924999999999999,0.13102039852418032,1.7168078087575578,5.406018000015254e-05,1.0469594803429763,13.931333871840335
0.995,0.10658708196917693,1.3699671435108203,4.016120352339246e-05,0.7777841799764788,12.73043912432605
0.9975,0.0665950303222838,1.0485871162673972,1.9710048332079813e-05,0.381715746400234,7.978254033897769
